번호,낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도
790,새봉낚시터,저수지,경기도 화성시 정남면 세자로303번길 46,경기도 화성시 정남면 보통리 33번지,37.1947972,126.9760645
791,신촌낚시터,저수지,경기도 화성시 매송면 매송북길 179,경기도 화성시 매송면 송라리 284-1번지,37.28422966,126.9017887
792,조암낚시터,저수지,경기도 화성시 우정읍 한뿌리1길 157-25,경기도 화성시 우정읍 한각리 94-7번지,37.09650621,126.8021179
793,송라낚시터,저수지,경기도 화성시 매송면 매송북길 179,경기도 화성시 매송면 송라리 284-1번지,37.28422966,126.9017887
794,동방낚시터,저수지,경기도 화성시 팔탄면 노하길116번길 198,경기도 화성시 팔탄면 노하리 596번지,37.15153123,126.8634678
795,안석낚시터,저수지,경기도 화성시 남양읍 활초길 214-17,경기도 화성시 남양읍 안석리 산118-1번지,37.16005343,126.8344179
796,은수포낚시터,저수지,경기도 화성시 서신면 은수포길 194,경기도 화성시 서신면 전곡리 80-12번지,37.19982403,126.6914026
797,덕우낚시터,저수지,경기도 화성시 봉담읍 삼천병마로 709,경기도 화성시 봉담읍 덕리 70-3번지,37.17108351,126.9358869
798,당골낚시터,저수지,경기도 화성시 장안면 장안리 35 외 6필지,경기도 화성시 장안면 장안리 35 외 6필지,37.05532018,126.8664096
799,화성대어낚시터,저수지,경기도 화성시 비봉면 비봉로528번길 40,경기도 화성시 비봉면 삼화리 15-1번지,37.26042685,126.8529977
800,초당낚시터,저수지,경기도 화성시 봉담읍 주석로 891-21,경기도 화성시 봉담읍 상기리 607번지,37.20057681,126.911655
801,성지골낚시터,저수지,경기도 화성시 서신면 장외리 214-2 외 4필지,경기도 화성시 서신면 장외리 214-2 외 4필지,37.17196949,126.6702362
802,양석낚시터,저수지,경기도 화성시 향남읍 하길리 504-1 외 2필지,경기도 화성시 향남읍 하길리 504-1 외 2필지,37.10886824,126.9240506
803,스타바다좌대낚시터,바다,경기도 화성시 서신면 송교리 405-1 외 1필지,경기도 화성시 서신면 송교리 405-1 외 1필지,37.1705191,126.6577333
804,서신레저바다낚시터,바다,경기도 화성시 서신면 화남공단로 79,경기도 화성시 서신면 송교리 42-21번지,37.16170633,126.6814562
805,국화리해상좌대낚시터,바다,경기도 화성시 우정읍 국화길 2,경기도 화성시 우정읍 국화리 137번지,37.06090765,126.5593612
806,매송낚시터,저수지,경기도 화성시 매송면 매송로330번길 50,경기도 화성시 매송면 야목리 574번지,37.26439417,126.8864237
807,죠스실내낚시카페,기타,경기도 화성시 효행로 1051,경기도 화성시 진안동 914-1번지,37.21465039,127.0417616
808,화성락실내바다낚시터,기타,경기도 화성시 봉담읍 하가등리 379-12,경기도 화성시 봉담읍 하가등리 379-12,37.14559335,126.9308477
809,송라손맛터,저수지,경기도 화성시 매송면 송라리 380-1 외 2필지,경기도 화성시 매송면 송라리 380-1 외 2필지,37.281175,126.895676
810,시화힐링낚시터,기타,경기도 화성시 안녕남로58번길 4,경기도 화성시 안녕동 176-320번지,37.196444,126.989738
811,뚜루실내바다낚시터,기타,경기도 화성시 비봉면 쌍학길 75,경기도 화성시 비봉면 쌍학리 175-1번지,37.242891,126.897376
812,기안실내바다낚시터,기타,경기도 화성시 기안동로 48-4 (기안동),경기도 화성시 기안동 47-2,37.22982549,126.9888555
813,형제수산낚시터,기타,경기도 화성시 서신면 매화1길 71,경기도 화성시 서신면 상안리 711-4,37.17381111,126.7062272
814,앵글러실내낚시터,기타,경기도 화성시 동탄대로 446(동탄역 그란비아스타),경기도 화성시 청계동 564(동탄역 그란비아스타),37.1934,127.10006
815,도깨비 낚시터,기타,"경기도 화성시 10용사로 336-9(능동), B동 1층",경기도 화성시 능동 805,37.1979,127.0545
816,비봉 낚시터,기타,경기도 화성시 비봉면 쌍학리 776,"경기도 화성시 비봉면 쌍학리 776, 777, 778",37.2262,126.8958
817,본죽낚시터,저수지,경기도 이천시 율면 주래본죽로 508-1,경기도 이천시 율면 본죽리 401,37.08,127.52
818,학암낚시터,저수지,경기도 이천시 신둔면 이장로311번길 490,경기도 이천시 신둔면 고척리 493,37.28,127.37
819,고담낚시터,저수지,경기도 이천시 진상미로2192번길 217,경기도 이천시 고담동 298-3,37.23,127.46
820,각평낚시터,저수지,경기도 이천시 마장면 덕이로154번길 273,경기도 이천시 마장면 각평리 296-2,37.23,127.38
821,용면파크낚시터,저수지,,경기도 이천시 신둔면 용면리 533,37.29,127.36
822,용풍낚시터,저수지,,경기도 이천시 장호원읍 송산리 298,37.12,127.59
823,성호낚시터,저수지,,경기도 이천시 설성면 장천리 238,37.13,127.53
824,신 기,저수지,경기도 용인시 처인구 남동 542,,37.219866,127.1912656
825,한 터,저수지,경기도 용인시 처인구 양지면 대대리 639-1,,37.2599235,127.276299
826,상 덕,저수지,경기도 용인시 처인구 이동읍 서리 873,,37.2149397,127.1636173
827,삼 인,저수지,경기도 용인시 처인구 남사읍 북리 369,,37.1583712,127.141521
828,두 창,저수지,경기도 용인시 처인구 원삼면 두창리 1393,,37.1489493,127.3348678
829,아 곡,저수지,경기도 용인시 처인구 백암면 고안리 산153,,37.131062,127.4165405
830,동 막,저수지,경기도 용인시 처인구 남사읍 통삼리 646-16,,37.1446296,127.1325699
831,창 리,저수지,경기도 용인시 처인구 남사읍 창리 377-8,,37.1400831,127.1846965
832,요덕골,저수지,경기도 용인시 처인구 이동읍 송전리 41,,37.1373894,127.2199263
833,신 원,저수지,경기도 용인시 처인구 이동읍 묵리 346,,37.1649538,127.2516595
834,사계절,저수지,경기도 용인시 처인구 이동읍 송전리 984,,37.1343898,127.19417
835,용 담,저수지,경기도 용인시 처인구 원삼면 사암리 1182-2,,37.1888617,127.3069342
836,송원,저수지,경기도 용인시 처인구 남사읍 봉무리 678-8,,37.1073578,127.1439165
837,산 장,저수지,경기도 용인시 처인구 양지면 평창리 537-1,,37.2257809,127.3220522
838,묵 리,저수지,경기도 용인시 처인구 이동읍 묵리 591,,37.1760506,127.2327837
839,이 동,저수지,경기도 용인시 처인구 이동읍 어비리574-3,,37.1259221,127.2040823
840,도장골낚시터,평지,경기도 가평군 조종면 대보간선로399번길 63-9,,37.806847,127.373369
841,산유낚시터,평지,경기도 가평군 가평읍 분자골로 22,,37.757527,127.50958
842,산수낚시터,평지,경기도 가평군 북면 논남기길 19-35,,37.967557,127.459915
843,가평낚시터,평지,경기도 가평군 가평읍 가화로 440-95,,37.855453,127.510032
844,고초골,저수지,경기도 용인시 처인구 원삼면 학일리 104,,37.1578429,127.2845366
845,통 삼,저수지,경기도 용인시 처인구 남사읍 통삼리 33번지,,37.1215841,127.1353062
846,용인실내바다낚시터,기타,경기도 용인시 처인구 포곡읍 영문리 82,,37.2754097,127.206358
847,청춘물고기,기타,"경기도 수원시 팔달구 향교로1번길 22-15, 지하1층","경기도 수원시 팔달구 매산로1가 13-4, 지하1층",37.2691271,127.0008509
848,잉어킹낚시카페,기타,"경기도 수원시 팔달구 경수대로446번길 56, 지하1층","경기도 수원시 팔달구 인계동 1031-3, 지하1층",37.26502616,127.0294519
849,도심어부,기타,"경기도 수원시 영통구 영통로 232, 지하1층(영통동, 제2상가동)","경기도 수원시 영통구 영통동 973-3, 지하1층",37.24841817,127.0584843
850,수원실내낚시터,기타,"경기도 수원시 권선구 권선로 652, 지하1층(권선동)","경기도 수원시 권선구 권선동 967, 지하1층",37.26012603,127.0224305
851,해적왕실내낚시카페,기타,"경기도 수원시 팔달구 효원로307번길 47, 지하1층(인계동, 문화빌딩)","경기도 수원시 팔달구 인계동 1121-6, 지하1층",37.26302406,127.0359218
852,수원 락 실내바다 낚시터,기타,경기도 오산시 삼미로47번길 24(내삼미동),경기도 오산시 내삼미동 212,37.1771766,127.066976
853,삼미낚시터,저수지,경기도 오산시 외삼미로 30(외삼미동),경기도 오산시 외삼미동 358,37.19051,127.054368
854,원동낚시터,저수지,,경기도 오산시 원동 6-1,37.144601,127.091246
855,광탄낚시터,평지,경기도 파주시 광탄면 부흥로 194-42,,37.801422,126.867271
856,발랑낚시터,저수지,경기도 파주시 광탄면 부흥로 596,,37.805583,126.908618
857,직천낚시터,저수지,경기도 파주시 법원읍 만월로 505-89,,37.893537,126.921682
858,금곡낚시터,평지,경기도 파주시 법원읍 술이홀로1372번길 347,,37.892585,126.892636
859,썸피싱카페낚시터,평지,"경기도 파주시 금정18길 20, 지하102호",,37.760691,126.775234
860,자유로낚시터,평지,경기도 파주시 탄현면 엘지로717번길 2-112,,37.837204,126.729808
861,임진낚시캠핑,평지,경기도 파주시 문산읍 임진나루길 178-68,,37.888108,126.792855
862,작은연못낚시터,평지,경기도 파주시 광탄면 방축안길 39-5,,37.812219,126.859396
863,감악산낚시터,평지,경기도 파주시 적성면 감골길 48,,37.912155,126.952206
864,양벌낚시터,저수지,경기도 광주시 양촌길 218,경기도 광주시 양벌동 767-1,37.369619,127.258023
865,진우낚시터,저수지,경기도 광주시 도척면 저수지길 182,경기도 광주시 도척면 진우리 산55-31,37.311647,127.351043
866,추곡낚시터,저수지,경기도 광주시 도척면 추곡길 91,경기도 광주시 도척면 추곡리 386-3,37.280897,127.285867
867,한일낚시터,저수지,경기도 광주시 도척면 옛진말길 63-1,경기도 광주시 도척면 진우리 252,37.326982,127.329585
868,아름낚시터,평지,경기도 파주시 광탄면 부흥로 422,,37.803784,126.894003
869,넘버원애드낚시터,평지,경기도 파주시 법원읍 보광로 1663,,37.824024,126.868772
870,산골낚시터,평지,경기도 파주시 법원읍 만월로613번길 237,,37.890303,126.914039
871,하마낚시터,평지,경기도 파주시 적성면 국사로 297,,37.961168,126.869634
872,문화레저낚시터,평지,경기도 파주시 광탄면 혜음로 1300-45,,37.796769,126.850252
873,원실내바다낚시터,평지,경기도 파주시 산남로107번길 35-139,,37.700928,126.694877
874,매일낚시터,평지,경기도 파주시 광탄면 보광로 898-17,,37.776367,126.884338
875,용인실내바다낚시터,기타,,경기도 용인시 처인구 포곡읍 영문리 82,37.2754097,127.206358
876,통 삼,저수지,,경기도 용인시 처인구 남사읍 통삼리 33번지,37.1215841,127.1353062
877,고초골,저수지,,경기도 용인시 처인구 원삼면 학일리 104,37.1578429,127.2845366
878,이 동,저수지,,경기도 용인시 처인구 이동읍 어비리574-3,37.1259221,127.2040823
879,묵 리,저수지,,경기도 용인시 처인구 이동읍 묵리 591,37.1760506,127.2327837
880,산 장,저수지,,경기도 용인시 처인구 양지면 평창리 537-1,37.2257809,127.3220522
881,송원,저수지,,경기도 용인시 처인구 남사읍 봉무리 678-8,37.1073578,127.1439165
882,용 담,저수지,,경기도 용인시 처인구 원삼면 사암리 1182-2,37.1888617,127.3069342
883,사계절,저수지,,경기도 용인시 처인구 이동읍 송전리 984,37.1343898,127.19417
884,신 원,저수지,,경기도 용인시 처인구 이동읍 묵리 346,37.1649538,127.2516595
885,요덕골,저수지,,경기도 용인시 처인구 이동읍 송전리 41,37.1373894,127.2199263
886,창 리,저수지,,경기도 용인시 처인구 남사읍 창리 377-8,37.1400831,127.1846965
887,동 막,저수지,,경기도 용인시 처인구 남사읍 통삼리 646-16,37.1446296,127.1325699
888,아 곡,저수지,,경기도 용인시 처인구 백암면 고안리 산153,37.131062,127.4165405
889,두 창,저수지,,경기도 용인시 처인구 원삼면 두창리 1393,37.1489493,127.3348678
890,삼 인,저수지,,경기도 용인시 처인구 남사읍 북리 369,37.1583712,127.141521
891,상 덕,저수지,,경기도 용인시 처인구 이동읍 서리 873,37.2149397,127.1636173
892,한 터,저수지,,경기도 용인시 처인구 양지면 대대리 639-1,37.2599235,127.276299
893,신 기,저수지,,경기도 용인시 처인구 남동 542,37.219866,127.1912656
894,지곡낚시터,저수지,"경기도 용인시 기흥구 지삼로250번길 65, 뜨레모아 (지곡동)",경기도 용인시 기흥구 지곡동 69,37.2308,127.135
895,죠스실내낚시터,기타,경기도 용인시 기흥구 신갈로58번길 17 (신갈동),경기도 용인시 기흥구 신갈동 53-12,37.2726,127.1076
896,물어실내바다낚시터,기타,경기도 용인시 처인구 포곡읍 영문로 128,경기도 용인시 처인구 포곡읍 영문리 82,37.27555,127.2063
897,장계,저수지,,경기도 안성시 죽산면 장계리 868,37.040644,17.406525
898,월향,저수지,경기도 안성시 고삼면 고삼호수로 144-4,경기도 안성시 고삼면 월향리 591,37.085938,127.272579
899,산우물,저수지,경기도 안성시 보개면 남사당로 539-8,경기도 안성시 보개면 신안리 197,37.060386,127.315883
900,독정,저수지,경기도 안성시 원곡면 원당로 108,경기도 안성시 원곡면 칠곡리 811-1,37.040221,127.159316
901,개나리낚시공원,평지,경기도 안성시 삼죽면 개나리길 128,경기도 안성시 삼죽면 진촌리 18-2,37.050525,127.372127
902,고삼,저수지,,경기도 안성시 고삼면 월향리 20,37.093261,127.289348
903,관광농원낚시터,평지,경기도 여주시 북내면 중암2길 19-22,,37.356465,127.710493
904,오산낚시터,평지,경기도 여주시 가남읍 양화로 154-23,,37.2355128,127.559427
905,가남낚시터,평지,경기도 여주시 가남읍 건은로 82-67,,37.194979,127.544009
906,신근낚시터,저수지,경기도 여주시 흥천면 신율로 36,,37.308914,127.557689
907,어우실낚시터,저수지,경기도 여주시 어우실길 65,,37.151903,127.6579298
908,삼합낚시터,저수지,경기도 여주시 점동로650,,37.199815,127.726804
909,금광호수,저수지,경기도 안성시 금광면 진안로 905,경기도 안성시 금광면 금광리 297-3,36.9898764,127.329794
910,반제,저수지,경기도 안성시 원곡면 반제호수길 90,경기도 안성시 원곡면 반제리 378-4,37.026444,127.165384
911,꼴미,저수지,경기도 안성시 고삼면 삼은길 15,경기도 안성시 고삼면 봉산리 204-2,37.076432,127.288986
912,칠곡,저수지,경기도 안성시 원곡면 만세로 1112,경기도 안성시 원곡면 칠곡리 379-2,37.047548,127.155988
913,두메,저수지,경기도 안성시 죽산면 두메호수로 90,경기도 안성시 죽산면 두교리 465,37.008264,127.428955
914,청월,저수지,경기도 안성시 고삼면 고삼호수로 176-29,경기도 안성시 고삼면 월향리 402-2,37.085688,127.277025
915,연못,저수지,경기도 안성시 고삼면 산양길 22,경기도 안성시 고삼면 월향리 44-2,37.094849,127.289617
916,성은,저수지,경기도 안성시 원곡면 통심길 16-46,경기도 안성시 원곡면 성은리 403-1,37.071231,127.166836
917,도곡,저수지,경기도 안성시 양성면 양성로 376-101,경기도 안성시 양성면 도곡리 35-1,37.088009,127.216608
918,조일,저수지,경기도 안성시 양성면 조일말길 35-19,경기도 안성시 양성면 조일리 93,37.71125,127.212681
919,만정,저수지,경기도 안성시 공도읍 만수동길 57,경기도 안성시 공도읍 만정리 56-10,37.018111,127.183264
920,신미골,저수지,경기도 안성시 삼죽면 신미1길 181,경기도 안성시 삼죽면 미장리 39-1,37.038116,127.377075
921,마둔,저수지,경기도 안성시 금광면 배티로 521,경기도 안성시 금광면 장죽리 산 26-4,36.974239,127.314235
922,용설,저수지,경기도 안성시 죽산면 용설호수길 174-13,경기도 안성시 죽산면 용설리 519-7,37.057744,127.444983
923,노곡,저수지,경기도 안성시 양성면 안성맞춤대로 2184-5,경기도 안성시 양성면 노곡리 247-2,37.106131,127.253152
924,농촌지,저수지,경기도 안성시 발화대길 221 (발화동),경기도 안성시 발화동 118,36.983539,127.284644
925,덕산,저수지,경기도 안성시 삼죽면 덕산호수길 87,경기도 안성시 삼죽면 배태리 76-1,37.076725,127.366471
926,미산,저수지,경기도 안성시 양성면 미리내성지로 299-8,경기도 안성시 양성면 미산리 377-1,37.129984,127.257803
927,동신곡,저수지,경기도 안성시 금광면 동신곡길 52,경기도 안성시 금광면 신양복리 61,37.009422,127.331959
928,장광,저수지,경기도 안성시 죽산면 관앞길 103-6,경기도 안성시 죽산면 매산리 695-4,37.097851,127.429726
929,명인,저수지,경기도 안성시 원곡면 새울길 87-12,경기도 안성시 원곡면 내가천리 203-31,37.071332,127.212969
930,성주리,저수지,경기도 안성시 원곡면 원암로 194-93,경기도 안성시 원곡면 성주리 51,37.082602,127.176224
931,덕봉,저수지,경기도 안성시 양성면 덕봉서원로 601-76,경기도 안성시 양성면 덕봉리 산 8,37.052552,127.187616
932,참샘,평지,경기도 안성시 원곡면 지문북길 98,경기도 안성시 원곡면 지문리 303-4,37.067592,127.151253
933,거청,저수지,경기도 안성시 대덕면 배꽃길 16,경기도 안성시 대덕면 모산리 423,37.026031,127.240801
934,묵리낚시터,저수지,경기도 용인시 처인구 이동읍 이원로 375,경기도 용인시 처인구 이동읍 묵리 591,37.17612,127.2327
935,용담낚시터,저수지,,경기도 용인시 처인구 원삼면 사암리 55,37.18648,127.3066
936,사계절낚시터,저수지,경기도 용인시 처인구 이동읍 경기동로742번길 56,경기도 용인시 처인구 이동읍 송전리 984,37.13456,127.1942
937,신원낚시터,저수지,,경기도 용인시 처인구 이동읍 묵리 915,37.78644,127.2248
938,두창낚시터,저수지,경기도 용인시 처인구 원삼면 두창호수로 105,경기도 용인시 처인구 원삼면 두창리 1393,37.14909,127.3349
939,삼인낚시터,저수지,,경기도 용인시 처인구 남사읍 북리 879,37.15722,127.1425
940,이동내수면어업계 낚시터,저수지,경기도 용인시 처인구 이동읍 경기동로842번길 15,경기도 용인시 처인구 이동읍 어비리 574-3,37.1261,127.2041
941,요덕골낚시터,저수지,,경기도 용인시 처인구 이동읍 송전리 52,37.13821,127.22
942,상덕낚시터,저수지,경기도 용인시 처인구 이동읍 상덕로 68-2,경기도 용인시 처인구 이동읍 서리 874,37.21537,127.1644
943,산장낚시터,저수지,,경기도 용인시 처인구 양지면 평창리 537-1,37.22594,127.3221
944,동막낚시터,저수지,,경기도 용인시 처인구 남사읍 통삼리 646-16,37.14471,127.1326
945,통삼낚시터,저수지,,경기도 용인시 처인구 남사읍 통삼리 33,37.12172,127.1354
946,신기낚시터,저수지,경기도 용인시 처인구 신기로42번길 146,경기도 용인시 처인구 남동 542,37.22014,127.1912
947,아곡낚시터,저수지,,경기도 용인시 처인구 백암면 고안리 산153,37.13117,127.4166
948,고초골낚시터,저수지,,경기도 용인시 처인구 원삼면 학일리 104-1,37.15746,127.2836
949,창리낚시터,저수지,경기도 용인시 처인구 남사읍 경기동로518번길 56,경기도 용인시 처인구 남사읍 창리 377-8,37.14009,127.1847
950,한터낚시터,저수지,경기도 용인시 처인구 양지면 한터로662번길 10,경기도 용인시 처인구 양지면 대대리 639-1,37.25983,127.2766
951,아마존실내낚시터,기타,"경기도 부천시 원미구 부흥로 404, 지하1층","경기도 부천시 원미구 심곡동 155-1, 지하1층",37.4896579,126.78513
952,원실내바다낚시터,평지,경기도 양주시 율정로165번길 74-11 (율정동),경기도 양주시 율정동 160,37.82484,127.1062
953,피쉬실내바다낚시터,기타,경기도 평택시 포승읍 고렴1길 35,,37.0540876,126.92064
954,안중락실내바다낚시터,기타,경기도 평택시 안중읍 서동대로 1758,,36.9919455,126.944868
955,낚시 훈련소,기타,경기도 평택시 문화촌로 9,,36.996613,127.113874
956,덕목리205낚시터,평지,경기도 평택시 덕목5길 117-1,,36.9542,126.969356
957,고현낚시터,평지,경기도 평택시 고현길 38-48,,37.130793,127.096181
958,동막낚시터,저수지,경기도 평택시 동막길 127,,37.074396,127.096081
959,울성낚시터,저수지,경기도 평택시 울성길 237-20,,37.016293,127.05912
960,고잔낚시터,저수지,경기도 평택시 청북읍 고잔리 1-1,,37.067541,126.909627
961,월곡낚시터,저수지,경기도 평택시 관동길 20,,37.021253,127.130075
962,오즈실내바다 낚시터,평지,경기도 남양주시 진접읍 경복대로 485,경기도 남양주시 진접읍 진벌리 637-2,37.7384,127.2151
963,과림 낚시터,저수지,경기도 시흥시 과림저수지길 79,경기도 시흥시 과림동 207,37.45313,126.82729
964,금이 낚시터,저수지,경기도 시흥시 금이진말길 159,경기도 시흥시 금이동 635,37.39915,126.8295
965,뒷방울 낚시터,저수지,경기도 시흥시 뒷방울길 147,경기도 시흥시 정왕동 21,37.37137,126.74866
966,청용 낚시터,저수지,경기도 시흥시 청룡저수지길 216,경기도 시흥시 방산동 878,37.42252,126.76005
967,달월 낚시터,저수지,경기도 시흥시 군자로 125-39,경기도 시흥시 월곶동 산63-7,37.37245,126.77062
968,칠리제 낚시터,저수지,경기도 시흥시 수인로 2564-8,경기도 시흥시 금이동 산120-2,37.40337,126.84862
969,샘골 낚시터,평지,경기도 시흥시 신흥마을5길 32-21,경기도 시흥시 신천동 617,37.43943,126.77225
970,한탄강 낚시터,평지,경기도 시흥시 수인로 2495-1,경기도 시흥시 논곡동 48-1,37.3995,126.85366
971,약수 낚시터,평지,경기도 시흥시 동서로 989-32,경기도 시흥시 조남동 213,37.38157,126.85253
972,계수 낚시터,평지,경기도 시흥시 구미1길 33,경기도 시흥시 계수동 447-1,37.4516,126.80476
973,쉼터 낚시터,평지,경기도 시흥시 하중로 281,경기도 시흥시 광석동 346,37.38821,126.80687
974,능곡 낚시터,평지,경기도 시흥시 시흥대로268번길 50-28,경기도 시흥시 능곡동 434,37.36146,126.81064
975,군자 낚시터,평지,경기도 시흥시 시흥대로216-18,경기도 시흥시 군자동 62,37.35995,123.80808
976,산정 낚시터,평지,경기도 시흥시 피울길 173,경기도 시흥시 산현동 412-3,37.36794,126.82918
977,까치 낚시터,평지,경기도 시흥시 수인로2107번길 146,경기도 시흥시 조남동 520-1,37.36734,126.86603
978,달월사계절 낚시터,평지,경기도 시흥시 군자로 125-5,"경기도 시흥시 월곶동 339, 340",37.37326,126.76863
979,새미 낚시터,평지,,경기도 시흥시 조남동 299,37.37363,126.86493
980,시흥드림바다 낚시터,기타,경기도 시흥시 황고개로293번길 7,경기도 시흥시 군자동 553-5,37.35766,126.78533
981,신천자연 낚시터,평지,경기도 시흥시 두문로71번길 18-5,경기도 시흥시 신천동 234,37.43211,126.78494
982,왕골낚시터,평지,,"경기도 시흥시 조남동 492-1, 492-2",37.36567,126.85757
983,지오낚시터,기타,경기도 연천군 군남면 청정로 2060,경기도 연천군 군남면 황지리 529,38.04319586,127.0296004
984,삼화리낚시터,저수지,경기도 연천군 미산면 삼화2길 96,경기도 연천군 미산면 삼화리 183,38.01270377,126.9767416
985,양원리낚시터,저수지,경기도 연천군 전곡읍 양원로 108-37,경기도 연천군 전곡읍 양원리 660-3,37.98743059,127.021049
986,전곡낚시터,저수지,경기도 연천군 군남면 오리골길 124,경기도 연천군 군남면 황지리 447,38.03704578,127.03402
987,한탄강낚시터,기타,경기도 연천군 전곡읍 평화로495번길 16-31,경기도 연천군 전곡읍 전곡리 211-5,38.01517959,127.0675997
988,백학낚시터,저수지,경기도 연천군 백학면 저수지길 21,경기도 연천군 백학면 두일리 산 27-1,38.032232,126.9250483
989,단봉낚시터,저수지,강원특별자치도 동해시 봉정2길 95-9,강원특별자치도 동해시 단봉동 903-2,37.46989535,129.1218004
990,도깨비낚시터,저수지,,강원특별자치도 횡성군 우천면 백달리 8,37.44348486,128.0719036
991,새말낚시터,저수지,,강원특별자치도 횡성군 우천면 문암리 229,37.467563,128.0436703
992,대영낚시터,저수지,,강원특별자치도 횡성군 공근면 부창리 546-2,37.585641,127.9945217
993,현천낚시터,저수지,,강원특별자치도 횡성군 둔내면 현천리 821-2,37.48341109,128.175495
994,굴운낚시터,평지,,강원특별자치도 홍천군 화촌면 굴운리 642,37.72329121,127.966379
995,구만리낚시터,평지,,강원특별자치도 홍천군 북방면 구만리 781,37.71172345,127.7018265
996,모곡낚시터,평지,,강원특별자치도 홍천군 서면 모곡리 1134-2,37.69567811,127.5743335
997,시동유정낚시터,평지,,강원특별자치도 홍천군 남면 시동1리 1158-2,37.59204491,127.8245737
998,백달낚시터,저수지,,강원특별자치도 횡성군 우천면 백달리 180,37.439543,128.064043
999,산내들낚시터,기타,강원특별자치도 철원군 김화읍 연동길33,강원특별자치도 철원군 김화읍 청양리 1719-6,38.2358501,127.3635403
1000,소금강가족낚시터,평지,강원특별자치도 강릉시 연곡면 신왕길 388-64,강원특별자치도 강릉시 연곡면 신왕리 440-1,37.83101752,128.7704452
1001,샘골낚시터,기타,강원특별자치도 춘천시 서면  방동샘골길 35,강원특별자치도 춘천시 서면 방동리 744-2,37.91093534,127.6682809
1002,하늘낚시공원낚시터,기타,강원특별자치도 춘천시 서면 당숲안길 61,강원특별자치도 춘천시 서면 당림리 414-8,37.8363223,127.6066043
1003,은행나무하우스낚시터,기타,강원특별자치도 춘천시 신동면 경춘로 1773,강원특별자치도 춘천시 신동면 팔미리 437-1,37.82288536,127.6968575
1004,춘천실내낚시터,기타,강원특별자치도 춘천시 공지로 210,강원특별자치도 춘천시 효자동 223-2,37.86260418,127.7402415
1005,소양계곡낚시터,기타,강원특별자치도 춘천시 서면 율장길 266,강원특별자치도 춘천시 서면 안보리 349,37.86083152,127.583055
1006,말고개낚시터,기타,강원특별자치도 춘천시 사북면 말고개길 307,강원특별자치도 춘천시 사북면 신포리 641-1,38.01347085,127.6263903
1007,팔미리낚시터,기타,강원특별자치도 춘천시 신동면 경춘로 1817,강원특별자치도 춘천시 신동면 팔미리 861-159,37.82101654,127.7008514
1008,은파정낚시터,기타,강원특별자치도 춘천시 동산면 영서로 287-17,강원특별자치도 춘천시 동산면 조양리 317-3,37.75582631,127.8117096
1009,고산낚시터,저수지,강원특별자치도 원주시 호저면 호저로 1140,강원특별자치도 원주시 호저면 고산리 159번지 외,37.466789,127.918048
1010,서곡낚시터,저수지,강원특별자치도 원주시 판부면 백운정길 46,강원특별자치도 원주시 판부면 서곡리 1026-1,37.298324,127.932703
1011,추곡터널낚시터,기타,강원특별자치도 춘천시 북산면 춘양로 1452,강원특별자치도 춘천시 북산면 추곡리 658,38.03376186,127.8763568
1012,강촌체험장낚시터,기타,강원특별자치도 춘천시 남면 박암관천길 511-55,강원특별자치도 춘천시 남면 박암리 514-1,37.72123128,127.5391075
1013,거두리낚시터,기타,강원특별자치도 춘천시 동내면 거두길 282-8,강원특별자치도 춘천시 동내면 거두리 314-2,37.86044343,127.7888514
1014,유포리낚시터,기타,강원특별자치도 춘천시 신북읍 맥국3길 15-28,강원특별자치도 춘천시 신북읍 유포리 1325,37.94676571,127.7748379
1015,송어축제,기타,"강원특별자치도 원주시 판부면 매봉길 31, 1층",강원특별자치도 원주시 판부면 서곡리 1999-1,37.3212032,127.9440331
1016,이무기낚시터,저수지,강원특별자치도 원주시 소초면 신양선녀길 99,강원특별자치도 원주시 소초면 장양리 160-1,37.413059,127.972658
1017,단강낚시터,저수지,강원특별자치도 원주시 부론면 섬뜰작실길 26-59,강원특별자치도 원주시 부론면 단강리 1349-2,37.156403,127.790081
1018,취병낚시터,저수지,,강원특별자치도 원주시 문막읍 취병리 731,37.325026,127.785414
1019,샘골낚시터,저수지,강원특별자치도 원주시 호저면 광학로 177,강원특별자치도 원주시 호저면 광격리 369-4,37.462663,127.939202
1020,신선낚시터,저수지,강원특별자치도 원주시 한가터길 100,강원특별자치도 원주시 반곡동 90-1 외,37.328381,128.001653
1021,도곡낚시터,저수지,강원특별자치도 원주시 소초면 장수1로 191,강원특별자치도 원주시 소초면 수암리 1304번지 외,37.396068,127.976141
1022,호저낚시터,저수지,강원특별자치도 원주시 호저면 평천1길 21,강원특별자치도 원주시 호저면 주산리 860-2 외,37.42208,127.921589
1023,물고기마을,평지,,강원특별자치도 원주시 흥업면 사제리 92-1,37.332017,127.894424
1024,탑전낚시터,저수지,,강원특별자치도 원주시 문막읍 동화리 1282-7,37.332365,127.828872
1025,승안낚시터,평지,강원특별자치도 원주시 흥업면 돼니길 32-39,강원특별자치도 원주시 흥업면 대안리 529-1,37.314986,127.875357
1026,돌모루낚시터,평지,,강원특별자치도 원주시 소초면 흥양리 1649-3,37.381465,127.975253
1027,금천가든낚시터,평지,"강원특별자치도 태백시 금천길 159, 금천가든낚시터 (금천동)",강원특별자치도 태백시 금천동 12-12 금천가든낚시터,37.094038,128.994978
